%time x_sig v_sig adc_sig k_sig
0.01577 -8.99475954866e-06 -0.0493426614402 -9 6
0.01578 -9.47249821074e-06 -0.0477738662079 -9 6
0.01579 -9.92701469641e-06 -0.0454516485668 -9 6
0.0158 -1.03511410092e-05 -0.0424126312763 -8 6
0.01581 -1.07381884237e-05 -0.0387047414545 -7 6
0.01582 -1.10820529711e-05 -0.0343864547388 -7 6
0.01583 -1.1377311702e-05 -0.0295258730905 -6 6
0.01584 -1.16193082099e-05 -0.0241996507856 -5 6
0.01585 -1.18042260652e-05 -0.0184917855317 -4 6
0.01586 -1.19291490029e-05 -0.0124922937734 -2 6
0.01587 -1.19921069137e-05 -0.00629579107983 -1 6
0.01588 -1.19921069137e-05 1.01643953671e-15 0 6
0.01589 -1.19291490029e-05 0.00629579107983 1 6
0.0159 -1.18042260652e-05 0.0124922937734 2 6
0.01591 -1.16193082099e-05 0.0184917855317 4 6
0.01592 -1.1377311702e-05 0.0241996507856 5 6
0.01593 -1.10820529711e-05 0.0295258730905 6 6
0.01594 -1.07381884237e-05 0.0343864547388 7 6
0.01595 -1.03511410092e-05 0.0387047414545 7 6
0.01596 -9.92701469641e-06 0.0424126312763 8 6
0.01597 -9.47249821074e-06 0.0454516485668 9 6
0.01598 -8.99475954866e-06 0.0477738662079 9 6
0.01599 -8.50133293426e-06 0.0493426614402 9 6
0.016 -8e-06 0.0501332934257 10 6
0.01601 -7.00524045134e-06 0.0994759548659 15 6
0.01602 -6.07298530359e-06 0.0932255147747 15 6
0.01603 -5.26181157629e-06 0.0811173727308 15 6
0.01604 -4.62268829799e-06 0.0639123278293 12 6
0.01605 -4.19577393482e-06 0.0426914363172 8 6
0.01606 -4.00789308629e-06 0.0187880848532 4 6
0.01607 -4.07085099709e-06 -0.00629579107983 -1 6
0.01608 -4.38069179014e-06 -0.0309840793051 -6 6
0.01609 -4.9179470289e-06 -0.0537255238761 -10 6
0.0161 -5.64885899083e-06 -0.0730911961933 -14 6
0.01611 -6.52750178926e-06 -0.0878642798431 -15 6
0.01612 -7.49866706574e-06 -0.0971165276481 -15 6
0.01613 -8.50133293426e-06 -0.100266586851 -15 6
0.01614 -9.47249821074e-06 -0.0971165276481 -15 6
0.01615 -1.03511410092e-05 -0.0878642798431 -15 6
0.01616 -1.10820529711e-05 -0.0730911961933 -14 6
0.01617 -1.16193082099e-05 -0.0537255238761 -10 6
0.01618 -1.19291490029e-05 -0.0309840793051 -6 6
0.01619 -1.19921069137e-05 -0.00629579107983 -1 6
0.0162 -1.18042260652e-05 0.0187880848533 4 6
0.01621 -1.1377311702e-05 0.0426914363173 8 6
0.01622 -1.07381884237e-05 0.0639123278293 12 6
